add-c,2,100,400,158037,395,0
add-yield-c,2,100,400,532092,1330,0
add-none,4,100,800,186594,233,18
add-yield-none,4,100,800,374685,468,68
add-m,4,100,800,182971,228,0
add-yield-m,4,100,800,1381225,1726,0
add-s,4,100,800,154113,192,0
add-yield-s,4,100,800,1047786,1309,0
add-c,4,100,800,213085,266,0
add-yield-c,4,100,800,948294,1185,0
add-none,8,100,1600,274260,171,0
add-yield-none,8,100,1600,463977,289,129
add-m,8,100,1600,320338,200,0
add-yield-m,8,100,1600,3061371,1913,0
add-s,8,100,1600,285404,178,0
add-yield-s,8,100,1600,2804863,1753,0
add-c,8,100,1600,271092,169,0
add-yield-c,8,100,1600,1657847,1036,0
add-none,12,100,2400,406189,169,0
add-yield-none,12,100,2400,614024,255,143
add-m,12,100,2400,476952,198,0
add-yield-m,12,100,2400,4518185,1882,0
add-s,12,100,2400,399237,166,0
add-yield-s,12,100,2400,4579388,1908,0
add-c,12,100,2400,402999,167,0
add-yield-c,12,100,2400,2489079,1037,0
add-none,1,1000,2000,172688,86,0
add-yield-none,1,1000,2000,1916168,958,0
add-m,1,1000,2000,215283,107,0
add-yield-m,1,1000,2000,1976147,988,0
add-s,1,1000,2000,165129,82,0
add-yield-s,1,1000,2000,1863896,931,0
add-c,1,1000,2000,185022,92,0
add-yield-c,1,1000,2000,1858893,929,0
add-none,2,1000,4000,182397,45,0
add-yield-none,2,1000,4000,1926535,481,0
add-m,2,1000,4000,456523,114,0
add-yield-m,2,1000,4000,6779684,1694,0
add-s,2,1000,4000,160486,40,0
add-yield-s,2,1000,4000,3872930,968,0
add-c,2,1000,4000,471836,117,0
add-yield-c,2,1000,4000,3666944,916,0
add-none,4,1000,8000,215223,26,508
add-yield-none,4,1000,8000,2125503,265,58
add-m,4,1000,8000,1267390,158,0
add-yield-m,4,1000,8000,12404480,1550,0
add-s,4,1000,8000,3140097,392,0
add-yield-s,4,1000,8000,9638765,1204,0
add-c,4,1000,8000,850848,106,0
add-yield-c,4,1000,8000,7365793,920,0
add-none,8,1000,16000,291737,18,0
add-yield-none,8,1000,16000,2217653,138,103
add-m,8,1000,16000,3292177,205,0
add-yield-m,8,1000,16000,28202690,1762,0
add-s,8,1000,16000,9540500,596,0
add-yield-s,8,1000,16000,28273029,1767,0
add-c,8,1000,16000,1591104,99,0
